"uid","domainID","siteID","plotID","trapCoordinate","nlcdClass","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertainty","elevation","elevationUncertainty","date","eventID","individualID","taxonID","scientificName","taxonRank","identificationQualifier","identificationStatus","sex","reproductiveCondition","recapture","fate","replacedTag","lifeStage","testes","nipples","pregnancyStatus","vagina","hindfootLength","earLength","tailLength","totalLength","weight","bloodSampleID","bloodSampleMethod","fecalSampleID","fecalSampleCondition","earSampleID","hairSampleID","whiskerSampleID","voucherSampleID","measuredBy","recordedBy","remarks","consistencyTagIDSexQF","consistencyTagIDTaxonIDQF","consistencyTagIDLifeStageQF","orderTagIDRecaptureQF","orderTagIDLifeStageQF"
"2C276CE612A04488AFDAAB383C27C4C6","D07","ORNL","ORNL_003","E10","deciduousForest",35.964975,-84.229195,"WGS84",,272.2,,"2014-06-01","MAM.ORNL.2014.06","NEON.MAM.D07.0L1009","PESP","Peromyscus sp.","genus",," ","F","N","N",,,"adult",,"nonenlarged","not","neither",18.0,,,,20.00,,,"ORNL.20140601.L1009.F","old","ORNL.20140601.L1009.E","ORNL.20140601.L1009.H","ORNL.20140601.L1009.H",,"nAKPQvGWPz3w50pS9SF/Wg/TlEjgxRE8","wUBWszgu2lH2diIu19eQL/9vP8SagSqv",,0,0,0,-1,0
"D3F22077B01744768A283A37918E8E49","D07","ORNL","ORNL_003","A9","deciduousForest",35.965075,-84.229635,"WGS84",,273.3,,"2014-06-01","MAM.ORNL.2014.06","NEON.MAM.D07.0L1195","PESP","Peromyscus sp.","genus",," ","F","N","Y",,,"adult",,"nonenlarged","not","neither",20.0,,,,20.00,,,"ORNL.20140601.L1195.F","fresh",,,,,"nAKPQvGWPz3w50pS9SF/Wg/TlEjgxRE8","wUBWszgu2lH2diIu19eQL/9vP8SagSqv",,0,0,0,-1,0
"7BC0867047334FACBC5780526D2E9BBC","D07","ORNL","ORNL_003","G8","deciduousForest",35.965150,-84.228967,"WGS84",,272.7,,"2014-06-01","MAM.ORNL.2014.06","NEON.MAM.D07.0R1004","PESP","Peromyscus sp.","genus",," ","M","N","N",,,"adult","nonscrotal",,,,20.0,,,,20.00,,,"ORNL.20140601.R1004.F","fresh","ORNL.20140601.R1004.E","ORNL.20140601.R1004.H","ORNL.20140601.R1004.H",,"nAKPQvGWPz3w50pS9SF/Wg/TlEjgxRE8","wUBWszgu2lH2diIu19eQL/9vP8SagSqv",,0,0,0,-1,0
"EF313A1F4D694EA6B0B80A6DC395CBE1","D07","ORNL","ORNL_007","J2","deciduousForest",35.925129,-84.330874,"WGS84",,266.9,,"2014-06-01","MAM.ORNL.2014.06","NEON.MAM.D07.0R1008","PESP","Peromyscus sp.","genus",," ","M","N","N",,,"juvenile","nonscrotal",,,,18.0,,,,11.00,,,"ORNL.20140601.R1008.F","fresh","ORNL.20140601.R1008.E","ORNL.20140601.R1008.H","ORNL.20140601.R1008.H",,"nAKPQvGWPz3w50pS9SF/Wg/TlEjgxRE8","wUBWszgu2lH2diIu19eQL/9vP8SagSqv",,0,0,0,-1,0
"CC4BAB09C28E463D87D67487E1701B90","D07","ORNL","ORNL_001","I4","deciduousForest",35.931028,-84.271216,"WGS84",,259.2,,"2014-06-01","MAM.ORNL.2014.06","NEON.MAM.D07.0L1005","PESP","Peromyscus sp.","genus",," ","F","N","Y",,,"adult",,"nonenlarged","not","neither",19.0,15.0,,80.0,20.00,,,,,,,,,"vwanwHDJcF+du0zc8hkzNKepTi1KIGtw","FEDbEvhFoOZn42UwtqJ49oAOu/peoE6H",,-1,0,0,-1,0
"EEDCA8655ADC42B98BD2A021E05BE498","D07","ORNL","ORNL_001","H9","deciduousForest",35.930580,-84.271342,"WGS84",,259.9,,"2014-06-01","MAM.ORNL.2014.06","NEON.MAM.D07.0L1006","PESP","Peromyscus sp.","genus",," ","M","N","Y",,,"adult","nonscrotal",,,,19.0,15.0,,80.0,20.00,,,,,,,,,"vwanwHDJcF+du0zc8hkzNKepTi1KIGtw","FEDbEvhFoOZn42UwtqJ49oAOu/peoE6H",,0,0,0,-1,0
"0BE750744754474ABAFAFBB1716C35A8","D07","ORNL","ORNL_007","G3","deciduousForest",35.925046,-84.331209,"WGS84",,266.8,,"2014-06-01","MAM.ORNL.2014.06","NEON.MAM.D07.0R1007","PESP","Peromyscus sp.","genus",," ","M","N","N",,,"adult","nonscrotal",,,,19.0,,,,24.00,,,"ORNL.20140601.R1007.F","old","ORNL.20140601.R1007.E","ORNL.20140601.R1007.H","ORNL.20140601.R1007.H",,"nAKPQvGWPz3w50pS9SF/Wg/TlEjgxRE8","wUBWszgu2lH2diIu19eQL/9vP8SagSqv","Left ear chewed up",0,0,0,-1,0
"B4B0116517B84714990614167B5FE5D5","D07","ORNL","ORNL_003","B10","deciduousForest",35.964983,-84.229527,"WGS84",,272.6,,"2014-06-02","MAM.ORNL.2014.06","NEON.MAM.D07.0R1109","PESP","Peromyscus sp.","genus",," ","M","N","N",,,"adult","nonscrotal",,,,18.0,,,,18.00,,,"ORNL.20140602.R1109.F","fresh","ORNL.20140602.R1109.E","ORNL.20140602.R1109.H","ORNL.20140602.R1109.H",,"nAKPQvGWPz3w50pS9SF/Wg/TlEjgxRE8","wUBWszgu2lH2diIu19eQL/9vP8SagSqv",,0,0,0,-1,0
"63594CE28AD5411CA37821B33D5E57D6","D07","ORNL","ORNL_003","G10","deciduousForest",35.964970,-84.228973,"WGS84",,271.9,,"2014-06-02","MAM.ORNL.2014.06","NEON.MAM.D07.0L1196","PESP","Peromyscus sp.","genus",," ","F","R","Y",,,"adult",,"enlarged","not","swollen",19.0,,,,22.00,,,"ORNL.20140602.L1196.F","fresh",,,,,"nAKPQvGWPz3w50pS9SF/Wg/TlEjgxRE8","wUBWszgu2lH2diIu19eQL/9vP8SagSqv",,0,0,0,-1,0
"0BD4D63D45E442869706FCD8BD34FE58","D07","ORNL","ORNL_007","H1","deciduousForest",35.925224,-84.331092,"WGS84",,266.9,,"2014-06-02","MAM.ORNL.2014.06","NEON.MAM.D07.0R1110","PESP","Peromyscus sp.","genus",," ","M","N","N",,,"subadult","nonscrotal",,,,18.0,,,,15.00,,,"ORNL.20140602.R1110.F","fresh","ORNL.20140602.R1110.E","ORNL.20140602.R1110.H","ORNL.20140602.R1110.H",,"nAKPQvGWPz3w50pS9SF/Wg/TlEjgxRE8","wUBWszgu2lH2diIu19eQL/9vP8SagSqv",,0,0,0,-1,0
